Customer ID,Annual Income,Years in current job,Home Ownership
5c96fc99-16db-4989-b363-0def6c211058,856976,4 years,Rent
71da8635-b962-423f-8a9d-f6eda9b69c90,351044,1 year,Rent
689fb491-7185-400d-b10f-8477cd3ba842,1019540,10+ years,Home Mortgage
a228d5af-0364-4038-81a1-5923fe70e4c3,1617166,8 years,Home Mortgage
487b1ac7-dc5d-443c-9d85-2dcd7822d7b2,,10+ years,Home Mortgage
2236ad24-5613-48e3-aac5-f7bedb2b024e,1580116,< 1 year,Rent
749076f6-8762-4c44-a9e5-d6632f804257,1615570,7 years,Rent
a76fb621-fddc-4af1-ac22-f7a841d1e6a9,,2 years,Home Mortgage
4c18220e-a3fa-4c3d-acb1-d935453b0b79,1159038,10+ years,Rent
444e3e8a-6fe7-4ae8-84e2-1a0c30015669,,5 years,Home Mortgage
9ee81e27-25e0-4dfc-a434-cafe9d296075,858002,3 years,Own Home
a0c7f6e2-792e-4c48-97b6-6ccb922a2292,1356638,7 years,Own Home
ec124ff9-dfb8-425b-87c3-39a81432908b,1211535,10+ years,Home Mortgage
b327e3ca-cafb-441e-b948-fc9fe891bef6,717953,10+ years,Home Mortgage
c17e69dc-57b3-4bcd-a06e-74937e83be96,8526364,10+ years,Own Home
a2031b77-1b06-4afb-87a4-aab8c74127f5,3779309,n/a,Home Mortgage
b75138c8-c5e3-4c47-92b8-53e8673fc368,,5 years,Home Mortgage
406e5110-6850-40f7-9275-9daa48071cb8,1882140,3 years,Rent
3364b8da-613f-4e27-a85d-fb0272e33bf4,852777,5 years,Rent
fb06ec01-f7a3-4a3e-9518-3eaa4636d0ad,1079542,10+ years,Home Mortgage
b3a21e94-0333-4b7e-8185-fa7d49c96f9e,1168101,10+ years,Home Mortgage
e9ace038-60be-4ab0-8720-fde25d8187b8,635227,4 years,Own Home
b11ca288-323c-47dd-8913-962bfce98bfe,1636641,10+ years,Home Mortgage
b374ff3f-1e8a-4bae-af92-c809d08b3722,461966,< 1 year,Rent
e680e90c-1d54-489a-84d4-a1ee005084ac,983744,8 years,Own Home
c8ba833e-cc6c-46f6-9472-758e8fd1570b,1504800,10+ years,Home Mortgage
3c51ddad-b882-4e74-b408-67ef90fd3281,763344,5 years,Home Mortgage
ed3c6a0f-0b54-499e-b7b9-19b904cae58d,,2 years,Home Mortgage
3f14e6fe-5c9c-42ed-a705-8937572ad23e,1934200,10+ years,Home Mortgage
4b4aef7d-5769-4d9a-8618-510e9aa18099,,< 1 year,Home Mortgage
7bd9426c-e16a-426b-ad6a-5ad3619c597e,,< 1 year,Home Mortgage
71f730f7-87a1-4769-b793-5f20eeaded15,,10+ years,Own Home
be402759-2c5c-4068-b01f-c6a7c6c6e5c4,,7 years,Rent
6b71ae27-1d5b-4495-b0a8-19747fe1f94e,1153680,n/a,Own Home
2a1fb9ba-11f2-4163-97c0-9d2a58e65123,573762,8 years,Home Mortgage
82254666-69dd-430b-bca2-7573a9bb2ee1,859959,6 years,Rent
f18cebe7-7ed0-4901-a026-eaadaeaf7a17,540265,1 year,Own Home
e3068160-81ea-45bc-9b07-e593175ef1ec,520961,10+ years,Home Mortgage
9ce2e483-4667-4fd2-bb45-0cc47634e01c,1405050,n/a,Home Mortgage
6b09e768-ab72-4c53-9f3a-1b085c6dfa65,674519,8 years,Home Mortgage
7a29e2ec-e5cf-48d4-8919-3d1083b22615,1064209,1 year,Rent
67affa9d-09e6-4521-b1fb-c791f0365f19,,10+ years,Own Home
c2aef631-d518-4697-924b-6b5ec104e9fa,374832,10+ years,Own Home
d021c4ab-9775-46e0-aa80-244bf49ad2fc,1494008,10+ years,Home Mortgage
9b64beaf-6092-4133-af7d-fb468f148969,1611219,2 years,Home Mortgage
5ed7f6cb-c5b7-42a5-8d94-9deac6095c1c,,1 year,Home Mortgage
6dce7975-a4ea-48c3-8390-4b6bb3c0fe90,1555891,2 years,Rent
eeef7ca9-d868-499c-b52b-394f09ce1575,766954,4 years,Home Mortgage
fb70b2e8-033c-4af4-ac2f-34f733b476e8,1234012,10+ years,Rent
9d5e49d1-2e66-4073-9670-f2534ceb1c2c,1900950,2 years,Rent
7eeb7ecc-54fb-4be0-bc8b-9dce24242718,1117770,< 1 year,Rent
ab124596-e99e-4200-9976-4e4c4b2c5f15,653638,10+ years,Rent
160b5ecb-0728-4100-858d-05ccb11a4aec,,8 years,Own Home
e7cedb83-5836-4fc7-ad8b-96f7eebfc911,,2 years,Own Home
a0525bac-b049-4a51-90ed-a2eefd16dc5d,2287752,< 1 year,Home Mortgage
8346af30-1455-4ca2-850a-46e7f2140ae8,,10+ years,Rent
5a269f1c-848e-49db-a812-222664285726,1240928,3 years,Rent
22999c2b-26a7-43b3-af20-7c8c73fdf43e,,2 years,Home Mortgage
ad2bda46-2130-4e81-815c-13600227469e,784985,5 years,Rent
4ed46006-67ff-406f-bad6-b9e30aa35f53,3082028,10+ years,Home Mortgage
0c431ad9-11b6-4165-8ad8-521c2522008d,2009174,n/a,Home Mortgage
cd2782c9-7e1d-4a37-8c0e-f2f82b508114,1709088,4 years,Home Mortgage
4b8504db-edf1-4be7-8fff-4f38fd01b859,762090,10+ years,Home Mortgage
453998dc-6dcd-47d3-8d7d-4f2bf50f230b,575244,10+ years,Rent
de0bfb66-03d1-4553-8057-fbbf1c73c04e,847951,6 years,Home Mortgage
59444ee7-c005-4286-9be9-3e846ff736b1,1151647,3 years,Home Mortgage
e3a42fef-b896-4a22-9091-db6008fffc27,893323,2 years,Rent
29478a1e-9976-47ff-82bf-6896231b893b,769272,3 years,Rent
1ef5d153-a915-4be7-9f0a-beb5f475e6a3,984732,7 years,Home Mortgage
b2e98fa1-b26f-469f-9467-c4b8e973b8ee,659414,1 year,Home Mortgage
cd03e5b0-47af-4976-b449-a600446413d5,,10+ years,Home Mortgage
3ed44ccf-41e3-4f80-bfb8-f3e5613b5cc4,1027140,10+ years,Home Mortgage
358046e5-5c4c-440b-9396-d982d72bdd36,1847845,1 year,Home Mortgage
3a43dfcf-4bf5-45a5-92d0-3a50e41c7d49,1229566,6 years,Home Mortgage
1570e285-4f89-46db-8ecf-7f9b9b350f90,749892,10+ years,Rent
b816e1fa-3adf-4cee-9d85-0b50bef227ec,972135,1 year,Home Mortgage
1ba5b6a4-ec01-4066-8d24-383ed5b4e545,646380,2 years,Rent
28744e62-9119-42b3-9d70-e4744745be65,1888220,6 years,Rent
c6e3727d-7481-48e0-a8ae-85a0fff97100,,7 years,Rent
16783e4c-a443-40d9-b623-361de92be2de,2285054,1 year,Rent
957bb9d3-6be9-428b-b0e5-2aadb20d9763,1063088,< 1 year,Home Mortgage
0560d04f-1490-4d2c-bdc5-0f6fdb3c31b0,,2 years,Home Mortgage
f2f19d99-dc3f-451f-8a25-2b3f00673d0e,1037058,2 years,Home Mortgage
fa9da719-2d7b-4d38-8c6c-f62b5f7b3ea7,,7 years,Home Mortgage
74d0c19b-1a92-4aaf-9111-0d720d77dda5,,10+ years,Own Home
fda53cc5-d235-4d0d-b9cc-5d81b170f82d,,8 years,Home Mortgage
220bf546-24fc-4fb8-a19e-d95fc3bbf069,,10+ years,Own Home
658d6930-d434-4f3f-bf44-0618d213ae23,1287858,10+ years,Rent
414f275d-e124-4123-9c19-943bb4d848c2,562305,3 years,Rent
a610a4b4-d163-4644-a9c4-e2b3d84c7f95,858078,2 years,Home Mortgage
0fa3dc1a-2cde-4ca7-bf7a-71e89c41485d,452029,1 year,Rent
c4220ea9-2ba7-436c-9def-987574ee665e,1870550,9 years,Rent
f83594ba-4d1d-45e2-ba80-5cf51e8c35f1,301093,1 year,Rent
a1ca01b4-f7fd-4ea9-96e7-82a24d05eb7c,2907285,7 years,Rent
0d327452-6657-45d3-9260-cd9ae68ffaa2,2316480,2 years,Rent
a971f254-d513-4e78-bbe7-1648dbd0b18d,,3 years,Rent
5a7e3095-d06b-4df5-a0e5-9b139fc00bfa,,< 1 year,Rent
e4f3bbff-d1a4-49ff-b1ce-38ac9e37fd3c,1133502,10+ years,Rent
9f91c4bd-afcc-4348-b3a0-7aeceb73868e,1245621,8 years,Rent
5a50be12-d823-4046-acaa-d59434dfc6b2,,10+ years,Home Mortgage
64bc8d0e-56fc-4f7c-8df7-99fd3eff0b11,836969,5 years,Rent
e10d3472-f914-4ce7-8bb2-8039ecc26e13,1242543,6 years,Own Home
8a55dbab-9e32-4abe-96b4-33247ae26e21,733742,10+ years,Own Home
c1513fd5-6e2e-4dce-80c5-e6c0a4bab18c,824714,4 years,Rent
88e5d405-ec44-479d-b2b2-49a30bd185ea,755896,1 year,Rent
74a3661e-b235-4b66-b070-5f6371d60822,,< 1 year,Home Mortgage
c8538f69-ff07-4ffa-9c53-85e50d3c6d62,2117588,1 year,Home Mortgage
ba43c938-f8e4-4f14-bc77-dd20cc7f7e2d,1262569,9 years,Home Mortgage
13af09b3-df08-4202-aceb-b8d41d83bc76,1412251,10+ years,Rent
8e8e1bd8-4d00-4723-ac9f-d883fc7d7a06,850136,5 years,Rent
776621bd-d80e-4023-99e4-eb0d330afb61,,10+ years,Home Mortgage
fe843f16-0cec-49c7-9b53-717266e0b1ec,,7 years,Rent
2897d25a-bb16-4b13-9ac4-cdaa58a9ee00,,3 years,Rent
192e31bc-5f54-48e3-a38d-991a967310d2,874228,< 1 year,Rent
ddf5c121-743f-4afe-a4ff-1a07fdf84ae5,,10+ years,Home Mortgage
5802b67c-7f04-4483-a1b8-8f8d29658660,1019711,4 years,Rent
6553cbe5-1567-489d-acab-eaf744391c92,1689651,8 years,Home Mortgage
9826156b-1cb2-4bfb-a4f5-3537f01554e1,2210346,4 years,Home Mortgage
f7c51e60-dc3e-4d34-89ce-37365abe1446,1050643,10+ years,Home Mortgage
32ee9459-bc24-47ce-8dc5-9263af361b5d,1263785,3 years,Rent
c71f8ae7-d007-43e4-b810-f604497c5285,,10+ years,Rent
7ba802d3-cae3-4ac9-95f6-1fe9be5fa5de,710562,9 years,Home Mortgage
8b7dcc6e-dd49-43a0-9e0b-ae1271eea45c,950760,10+ years,Home Mortgage
00c15534-a1cb-49cf-8722-9bda5430e0d5,,10+ years,Rent
118ba76d-d8be-4ed5-b927-763a217664ac,3103346,< 1 year,Home Mortgage
f4783d8c-0090-4ba7-b0df-023b5b7ab98b,1089460,10+ years,Home Mortgage
480242ac-e166-478b-a7c1-e0cffb486cbd,,7 years,Home Mortgage
d7eb8068-b91c-4ce8-b1a9-cdf87ea19ef8,802541,4 years,Rent
9300a4e1-26fc-428d-9b31-8ff91c4c3d1f,,< 1 year,Home Mortgage
8d7fd650-8ddd-497d-8760-6b11cc5f8e50,,9 years,Rent
45549395-6b69-4e1c-b191-1e3c7af3b95f,,< 1 year,Home Mortgage
96a849d5-1610-4154-83de-11090c1bc4d0,1340469,10+ years,Own Home
b3b35817-7ebd-466d-9f24-1b406d148460,2922200,10+ years,Rent
429c1ebb-f748-40df-a0b2-5a137657ccc3,,4 years,Rent
fa64ee32-e14b-420f-9ada-e4b95bce64da,,8 years,Rent
5b188479-7fed-47a9-9628-a2c136b746d7,1420592,10+ years,Rent
a692eb4b-1ae5-4ab9-aa2b-d6f3af7b87df,1541888,10+ years,Home Mortgage
36ae7e80-e9c9-4ad7-a98e-8dc0d48ba614,2042690,9 years,Home Mortgage
8c56e8ee-0d94-4fd4-9ac1-08221dafec37,,1 year,Rent
85fa1382-d420-4a75-9ca0-330c434c34fd,1659004,4 years,Home Mortgage
90bd3ea5-f005-4507-9b4b-c550fc6fdaa7,1137036,2 years,Rent
75da214d-3e3b-4a0f-9ed3-52b89777c684,692683,10+ years,Rent
c288c7b1-5fca-4f42-93a9-6993645f66c6,558885,2 years,Own Home
fb968fa9-9f73-45fe-9978-b7b21efbe17f,1031643,2 years,Rent
9679d782-4cbe-477e-90c8-59e5f33d39cc,1186113,3 years,Rent
aad07ce7-d816-492c-ba4a-9ee6272afddf,274512,< 1 year,Own Home
fec3cef4-2388-4b17-b618-ceb86eff0925,1722654,10+ years,Home Mortgage
9bcc3550-b859-492e-9c18-543f4a3433b7,802066,10+ years,Home Mortgage
6b16e5ef-88be-46ac-b9ed-f53c59cb50e9,671783,6 years,Own Home
2ef652ca-9578-410f-b3ea-914ed98638c1,2149831,7 years,Home Mortgage
7f62227c-ada3-4e73-92d1-e8f7870a133f,418532,10+ years,Rent
23d0203f-a29e-4c08-9487-3587703a1b95,,10+ years,Home Mortgage
000d6327-c459-4bd5-bc1b-4437b366b719,946200,10+ years,Home Mortgage
47855d0c-dddd-41a2-b346-515e43ac324d,1108441,3 years,Home Mortgage
65da9c86-3c4f-4522-9911-520eae10875a,551285,9 years,Rent
54ccccd4-9f61-4e8f-82d6-e699400ed34a,797221,10+ years,Rent
4872e218-320c-4ae8-bba0-f5962d631d12,1714959,10+ years,Home Mortgage
54008eaf-e675-4040-9f76-da688bc91390,777347,2 years,Rent
6d36613b-f2e0-471d-9f80-0cb5ffd12cb8,1729665,6 years,Own Home
8635a024-a789-41b6-a6cb-92179683a094,,5 years,Home Mortgage
b238d8b2-9ee7-4324-9ce0-6e0375e1d0c7,869896,5 years,Home Mortgage
f310ca0b-5f6d-4bb4-bda8-d1807c043287,1075419,10+ years,Home Mortgage
b71e2bfe-b145-4eca-b91c-90d1c0548f83,1315503,2 years,Home Mortgage
0fe77206-d34c-47c0-9c9a-a6199076231e,,8 years,Home Mortgage
c34d3307-a639-411a-b625-44947dc81ca3,,10+ years,Home Mortgage
1e349848-c2a1-416e-9c5f-e95992cd35a9,525407,1 year,Home Mortgage
a1945ea8-219c-4124-b8fb-d097ae8c2980,618222,8 years,Rent
e51163d5-c288-4958-8b2e-f419dd24a6b6,5768666,2 years,Home Mortgage
83b6afee-3f86-4fb8-a21f-f38fb606242a,,10+ years,Rent
8fe812b8-82f4-41e4-8c69-aa92d9ad14a5,2229574,3 years,Home Mortgage
9dccbd81-2b2f-4d5e-8c1a-c73f1f731a80,1484128,10+ years,Home Mortgage
c34eecdb-db86-4426-939f-a5d2be56f1a0,,< 1 year,Rent
74c6af06-ece5-41f0-987e-c7818624f2f5,706306,10+ years,Rent
f73c3f55-966d-4c4a-8cc6-51240412a92f,1895478,4 years,Home Mortgage
075a94d8-0626-4825-b822-739bd3673ac0,863721,2 years,Rent
3b870683-7991-4139-a8a6-06600d69426c,,n/a,Rent
79c811f8-f2e3-46e6-8a2c-3e4f938311d3,681131,10+ years,Rent
45eec05b-ac10-48c3-b7db-58b46b55816a,1062537,3 years,Home Mortgage
59e3d0fe-11df-4f1b-af38-e789d75d12d7,713849,10+ years,Home Mortgage
662cbd6c-a6c3-4e15-a63e-c2535135c691,1583992,2 years,Rent
7f5b99ef-2b0a-4df8-b9f5-fdeaee5a5be5,1346492,2 years,Rent
865f599f-c50f-4ba2-beb0-f8813a502ede,1332128,n/a,Home Mortgage
9bf7f422-e9ba-4b6a-ab78-34c4afd41e20,1497656,10+ years,Rent
57232bf5-244c-4ec1-9236-a77710b90a9e,1286186,3 years,Rent
89df9712-a8cc-4ae0-9714-a4631447e659,1084634,10+ years,Rent
166542db-33f0-4d9f-ac52-ff7e3fb4b957,1017469,n/a,Home Mortgage
aeb93e87-9336-453f-a3d0-b4355c46822c,867312,n/a,Own Home
555fcb14-1f38-4914-891e-ba3f2a3457c9,1029439,< 1 year,Rent
5a6d8666-7c94-43e3-83fd-7cd6f1b6b278,,< 1 year,Rent
54542e46-f036-4abf-9746-1b06899c677f,1439250,10+ years,Rent
f40051fb-710f-4442-ae8d-f60f7eeab8fa,5589990,2 years,Home Mortgage
a84d6e1f-833d-4fa4-9fa6-c3a7c80c2449,967955,n/a,Home Mortgage
a4339709-2f0c-4964-8755-d6a338796c55,823954,8 years,Rent
6697ee68-4ef0-4a76-aa68-1c2a8306621a,,2 years,Home Mortgage
be00bb6d-dc54-440f-8166-4ae4b0296edf,2415147,n/a,Home Mortgage
336fd53b-f2f6-45c3-8022-4ee02cda052a,,10+ years,Own Home
77c68030-d00d-489a-b2ac-40e5a1e31006,,10+ years,Home Mortgage
b81ea6e1-94b5-4030-9314-7b1c3c6f6ac0,1482437,7 years,Rent
82a8073f-6827-4060-9c2a-5b93d1ac984b,,8 years,Home Mortgage
6c438379-38e7-4472-8ab3-328a7842eac7,656488,5 years,Rent
9366f149-990d-4e9f-b76e-9ced15abf1de,606575,n/a,Own Home
f8b8911a-6e34-4881-b8bf-198850b2ef22,766916,3 years,Rent
c03359f1-70f8-4038-98d0-821b111831fa,967157,1 year,Rent
5f80c9d8-374d-4317-aacc-dd2c68a7c0af,590007,10+ years,Rent
4b0bac17-5a7d-4b79-be86-ac2d47abf0f3,1098732,4 years,Home Mortgage
9c6702c4-e7a5-49ba-b343-69dba8a620d9,1375809,10+ years,Home Mortgage
2f1476fd-ef69-4207-9797-f8224db85535,878712,6 years,Home Mortgage
1c96214d-f72a-445e-9a2d-5b90c193403d,2828055,2 years,Rent
47c4855d-e0f7-4f61-b9c3-59d816f6c6ac,1242296,4 years,Home Mortgage
bf80c069-0561-4b50-b4cd-0d60215cfaa4,,7 years,Own Home
7b707074-a88d-4739-a0f3-035ad58d2d9d,,3 years,Home Mortgage
0d52ad9a-b7a8-4d94-936f-6b48d328d996,,6 years,Home Mortgage
dcc10e6f-7dd7-446d-bc2d-15021c8ddaac,1168215,9 years,Home Mortgage
76e7b017-e4d5-4d2f-a0f7-39f34d6e77de,956175,3 years,Own Home
83d0c393-c861-4527-9bb5-c47467f8f8c8,1403758,9 years,Home Mortgage
5246b473-2128-4e42-a1af-8cc6240eed2e,1605158,10+ years,Home Mortgage
69152a7e-a872-4dc9-9f99-029f175d5462,452580,2 years,Rent
3b77d538-2b00-4053-b39d-82f52467c7e9,1390648,5 years,Rent
aefe6d08-5ba7-4789-91b2-c6579c83ae23,1847959,10+ years,Home Mortgage
95627be5-905d-4b30-b974-932c46784f9c,3315747,10+ years,Rent
85dbedf3-9e4a-4da5-80c6-61f4ce99c5bc,1497048,1 year,Own Home
d7512225-25ab-4c09-a044-ebdf74e024a5,1348981,10+ years,Home Mortgage
cba8bfb5-af0d-4703-afdf-b82ad2cf9c88,1391446,1 year,Home Mortgage
e61e8c2b-3ad7-4b3d-aeef-65b0d1e64f30,567663,3 years,Rent
dadbf935-1ac4-4e59-b718-ad8ef8edf5f3,420546,6 years,Rent
dad7e436-0d1c-4a06-95f7-5a2e6f3b1bc7,1125636,2 years,Rent
182144b3-6e74-40b0-935a-23e75eee8f13,1391807,10+ years,Home Mortgage
d91ecda1-e68c-4e22-89a1-8bfa4e0709a0,854069,5 years,Rent
82298f4c-e594-47b2-866b-305d53b37d89,1557848,10+ years,Home Mortgage
a1a31241-06ae-49ab-9c71-e0b6ab4a5e43,,9 years,Rent
8f609683-e3be-487c-b7d9-d69b8c85f4fc,2288664,< 1 year,Home Mortgage
474ede37-8554-4e97-90f5-0fed12473d9b,1121076,2 years,Rent
efb4a10e-91e2-4cd0-8964-b7fa21900b67,1239199,1 year,Home Mortgage
e3fa2a30-ad5f-464b-81a1-4e799d830f8a,,5 years,Rent
7440dac4-5440-4253-88ce-ee125d734a43,1601491,10+ years,Home Mortgage
3923877b-5492-4130-b232-79469141480f,827545,10+ years,Home Mortgage
7c4c40ec-ec2a-423e-bcaa-4915383da5f0,,10+ years,Home Mortgage
95b7e27d-5380-42d5-bc45-ad8353c20751,744800,10+ years,Rent
7e5ee279-f9b0-47e8-9951-db10854f0960,1452341,1 year,Home Mortgage
f29b9b3e-7d10-46bc-b83c-66df5342edce,,7 years,Rent
e8f16029-3c18-4cde-b3c7-9d5c5b909c8e,576783,1 year,Rent
65e71030-e4e1-42cd-a5cf-0912cf0eb3ad,1137492,5 years,Home Mortgage
e5dbb5ee-7536-4eb4-b6ed-d68316f19034,2647498,< 1 year,Home Mortgage
a6e256dd-a35d-4ee3-ab68-bfd8c1edf21d,1400357,10+ years,Home Mortgage
dd00ae32-55bf-457e-813e-791a3c1cffea,5709956,2 years,Home Mortgage
e8a75fc5-38f9-4238-87aa-1b0a1f4034cb,1086496,10+ years,Rent
8e54e45c-d22f-41d3-b9d5-fdc0c1d86325,722817,10+ years,Rent
1ded32bf-08d0-4a5b-b0ab-c039faca43e2,1452645,2 years,Rent
b187d034-0ffa-4ccb-88ef-643ff95c673c,1140798,10+ years,Home Mortgage
64720805-863b-4221-b3d9-5e45a1f312af,842688,4 years,Own Home
7eaab15e-b88e-4911-98ba-850d7143be92,936054,6 years,Rent
51601680-b5b7-4c5d-9c0c-380ea670c42d,,2 years,Rent
da842f1d-1598-46ed-b75b-7737c0056ba7,1595962,10+ years,Rent
103c22be-fde5-490e-b3b2-26080489cd52,1334750,4 years,Home Mortgage
061bef16-0960-4c6e-88f8-622dddd3e4f4,2491451,10+ years,Home Mortgage
4f7c814b-9ed8-435b-9ce3-8dc136b9f639,648964,n/a,Rent
8eb08da1-bc26-4720-a620-578cd0116ade,1790199,5 years,Rent
52276ce6-8732-4d16-9f79-ecbb9c62adf3,1117656,3 years,Home Mortgage
d63441d7-c9ad-42f4-a64e-d764d8576243,885267,1 year,Rent
33711d4f-1ac3-450c-a35a-edd40b4eedc9,2864250,10+ years,Home Mortgage
2cdcc092-5a26-4b3b-aac4-aef11d466ab7,1544757,2 years,Home Mortgage
36b797be-aba9-466d-bca1-888d4f0f1568,1282956,3 years,Home Mortgage
bf280642-146a-427d-a645-52590fcb9dc9,726997,5 years,Rent
5141aff9-c8ce-4ccf-b4b8-1d7a1baa16c2,1253164,2 years,Own Home
34852907-976c-43e9-b553-05628d47787c,662815,10+ years,Home Mortgage
8217a58b-8ee2-4532-a1e0-50678a7251bf,1264032,9 years,Home Mortgage
ec5f0a19-3665-457e-ba1f-2f29a47fbe82,881524,10+ years,Rent
1c25b1f6-9b3a-4dd7-bd39-85f3e2f8d82d,1147904,1 year,Home Mortgage
5acd1c95-06be-46f9-9876-3ba8979ce4af,1449111,4 years,Own Home
931b0689-5a3e-4be1-81a0-3e49d58f8beb,,3 years,Home Mortgage
aa70bd39-7e73-4933-82e4-e6353f2ae7d3,1233651,10+ years,Home Mortgage
aabcf9b6-2352-40e9-9fb7-9953988247b6,2487537,8 years,Home Mortgage
806e8a16-99b6-4ef9-90b0-2a38623f3536,1241707,10+ years,Home Mortgage
e3552060-ebf3-462a-9a6c-bb4d96761126,922393,7 years,Rent
6680a885-8034-4f8e-98a6-aca1421a37b3,,7 years,Home Mortgage
6f14a513-4fc2-41a8-aab5-8b9a68a600a3,,10+ years,Own Home
fc53ea57-910e-4d86-ac9c-5aae945b9146,1338474,< 1 year,Rent
97d23b9d-ddbe-4505-adfe-5898ecf1ba88,2519894,2 years,Home Mortgage
db738096-6fa5-4d77-89be-6ecbc55175ee,,10+ years,Home Mortgage
d7d50005-4584-47ae-80a0-d040c95e034a,539923,10+ years,Home Mortgage
aa597d44-9cf1-421d-bbc7-a602f96db22d,1112298,10+ years,Home Mortgage
a23bdbff-d8f9-4a6b-9ba1-c05486d24089,1650302,7 years,Home Mortgage
ccabb55c-0521-4529-98b8-76bdab43b5b9,2119260,< 1 year,Home Mortgage
0af5c388-86cd-4245-a7f6-52916067ebfd,,9 years,Home Mortgage
bebfa5b4-e668-44c2-9266-6bfe2cb0b48e,1583023,3 years,Rent
52edb1ca-5343-442c-bb9f-ad5da32b77ee,,10+ years,Rent
0f6f77cd-f268-4b78-9505-df6e6fbee48d,,10+ years,Home Mortgage
6fceea59-e673-434c-8bbc-0e3d37c26f8c,,n/a,Rent
503332ef-8e07-40d4-82fa-d1a61f8c4426,767866,6 years,Rent
0099e96f-b30c-4a57-b13e-e7eed7effd9d,785707,7 years,Rent
0e6730f6-bd58-44c8-91f7-9586f6336c04,,< 1 year,Rent
21e77284-4c40-4bdc-8404-81dbf83f6718,1435127,10+ years,Rent
215452a1-24b3-4e0d-b8db-af6233ff20b5,743052,3 years,Home Mortgage
417f0084-7fbc-48ab-b29f-231864b14d19,1296465,1 year,Rent
bc030449-8b6f-41a2-b8eb-364ae1bb95ce,415492,< 1 year,Rent
79d80d9e-5ade-4d70-96e1-b4eecf079a0c,1211725,10+ years,Home Mortgage
9ee33992-dc4c-4b7e-8225-f62cd4253ed6,2192220,< 1 year,Rent
05837858-d0e7-450f-954d-4d731f1a8eb8,1901710,3 years,Home Mortgage
24de1b64-2ef8-4600-8f45-9febea8e232a,942875,10+ years,Home Mortgage
c8b16627-d6d8-4e49-8d4f-e4c5f9adf1f8,,8 years,Home Mortgage
17d362d1-215d-4108-af81-164b6ee804bc,1878530,8 years,Home Mortgage
7266fbaa-9903-4eed-82b3-6249a6dac2e2,,8 years,Home Mortgage
5375a530-7b8c-4546-bc12-d087ba39754e,1336251,9 years,Rent
e853e1b6-6f53-4b87-be2d-8aebb7a0d158,304361,10+ years,Rent
87163991-1f66-4c79-a30f-4a712c904868,1220256,10+ years,Rent
e81a4bc4-5cbb-498c-ad93-f854c6b4d02f,1231789,10+ years,Home Mortgage
df99f26c-31be-4053-9b57-5d1eddc571e4,1452512,5 years,Home Mortgage
3e14ef2e-8a50-40e8-bbf2-b895124d1486,1238610,1 year,Home Mortgage
feec5ee9-a63d-44ad-bded-e633b5999a86,,n/a,Rent
3a5311f6-5850-4e9a-a0b7-b58dacb24393,1912920,< 1 year,Home Mortgage
1b068ccf-ae71-4848-9dad-e0223633f167,811984,9 years,Home Mortgage
de93b8aa-eadc-4b12-b68c-88cdeb7981e9,530651,6 years,Rent
80fcffdd-c88c-4cb1-a58c-b50775dec8fd,780520,5 years,Home Mortgage
c0d2020f-6d19-49ba-b002-a07d38d31f11,1543104,10+ years,Rent
a6f6f0e7-8b73-4c76-ad5e-5f626317f2be,736801,n/a,Home Mortgage
26aa26d6-b8f0-4e80-b513-37a2793e5b72,538992,1 year,Rent
8bb97fb1-d493-4e79-95a1-792c615a5426,,6 years,Home Mortgage
c4d3a1bf-c885-4dc8-ad48-2a76dfdd806d,1189419,8 years,Own Home
e72c9b69-0b10-4da7-a5de-ff41db40e094,,2 years,Home Mortgage
3c5d3230-8504-4121-81c3-af36578edb95,1141938,10+ years,Rent
4f9bb3ab-31c9-44ac-9a0f-3e47c423c8e6,1250618,n/a,Home Mortgage
cafcfbe5-c0ba-4abf-8e10-bcac0b04343e,,10+ years,Rent
b4d5e8f3-7f00-4a0b-b2df-1215e4e2978c,,7 years,Home Mortgage
57badf23-5459-48de-aa73-39635318df53,,n/a,Rent
925d1d30-e7fd-4306-aa07-685e640db028,,2 years,Rent
917fb9cf-2484-4bdb-87ec-0e050d15e6c6,704406,5 years,Own Home
47a1893b-2ce7-4fbf-afe8-ca046ba5a7fe,867103,10+ years,Home Mortgage
db508585-6ab7-4afa-976d-34f4431c96b4,175845,n/a,Own Home
069833f0-820c-4fa3-a319-98ec77645fed,1057445,10+ years,Home Mortgage
1bede785-1c13-4e0f-b488-35adc8f49111,1257477,10+ years,Rent
f5f9d7a2-4d3a-4c2b-81fe-7598d94ed056,797848,3 years,Home Mortgage
a76370d8-735e-4ddb-982a-f6bb219a2cd6,1251682,10+ years,Own Home
2b4be2d0-1d97-4dcf-9944-8a0cf05eefa0,1321583,10+ years,Rent
190eda2f-dd30-42bd-ac8e-7867f45f7bbb,1824019,10+ years,Rent
9e16b5bd-b833-4459-a744-a1d0b2faf0b2,610318,8 years,Rent
be428eca-e500-44fd-abe9-03fe9f8caec0,2488525,10+ years,Rent
50658703-9e7a-4a59-a44f-eccd6e9882a7,2120305,6 years,Home Mortgage
095b8bdc-4d6b-4029-9203-a901b09d92e8,,2 years,Home Mortgage
3f334963-c25b-45d4-9dfd-935edc2ed1e0,1034265,2 years,Home Mortgage
4e6a2c8f-0870-4940-9476-6442be949919,1882026,10+ years,Home Mortgage
c76c5c71-21b6-4bc6-ab4e-8eacefdd675d,1169165,10+ years,Home Mortgage
